Obs,sampleno,month,day,year,metal,type,siteno,conc1,conc,MDL
2726,441,June,10,2019,Cr,W,12,0.3486,0.3486,0.078950364
2727,442,June,10,2019,Cr,W,13,0.27,0.27,0.078950364
2728,217,June,10,2019,Cu,F,1,6.6372,6.6372,0.135251296
2729,218,June,10,2019,Cu,F,2,6.1346,6.1346,0.135251296
2730,219,June,10,2019,Cu,F,3,7.8826,7.8826,0.135251296
2731,220,June,10,2019,Cu,F,4,7.6958,7.6958,0.135251296
2732,221,June,10,2019,Cu,F,5,9.96,9.96,0.135251296
2733,222,June,10,2019,Cu,F,6,11.4788,11.4788,0.135251296
2734,223,June,10,2019,Cu,F,7,14.8744,14.8744,0.135251296
2735,225,June,10,2019,Cu,F,8,14.069,14.069,0.135251296
2736,227,June,10,2019,Cu,F,9,12.5294,12.5294,0.135251296
2737,228,June,10,2019,Cu,F,10,9.0242,9.0242,0.135251296
2738,229,June,10,2019,Cu,F,11,9.9604,9.9604,0.135251296
2739,231,June,10,2019,Cu,F,12,6.5726,6.5726,0.135251296
2740,232,June,10,2019,Cu,F,13,3.6884,3.6884,0.135251296
2741,427,June,10,2019,Cu,W,1,10.8804,10.8804,0.04480491
2742,428,June,10,2019,Cu,W,2,10.6832,10.6832,0.04480491
2743,429,June,10,2019,Cu,W,3,16.9368,16.9368,0.04480491
2744,431,June,10,2019,Cu,W,4,15.3592,15.3592,0.04480491
2745,432,June,10,2019,Cu,W,5,28.0648,28.0648,0.04480491
2746,434,June,10,2019,Cu,W,6,23.8122,23.8122,0.04480491
2747,435,June,10,2019,Cu,W,7,39.3888,39.3888,0.04480491
2748,436,June,10,2019,Cu,W,8,38.9654,38.9654,0.04480491
2749,438,June,10,2019,Cu,W,9,17.188,17.188,0.04480491
2750,439,June,10,2019,Cu,W,10,15.2634,15.2634,0.04480491
2751,440,June,10,2019,Cu,W,11,30.0642,30.0642,0.04480491
2752,441,June,10,2019,Cu,W,12,14.6002,14.6002,0.04480491
2753,442,June,10,2019,Cu,W,13,7.8912,7.8912,0.04480491
2754,217,June,10,2019,Fe,F,1,48.6524,48.6524,2.008171367
2755,218,June,10,2019,Fe,F,2,41.7428,41.7428,2.008171367
2756,219,June,10,2019,Fe,F,3,46.2086,46.2086,2.008171367
2757,220,June,10,2019,Fe,F,4,42.2944,42.2944,2.008171367
2758,221,June,10,2019,Fe,F,5,46.2878,46.2878,2.008171367
2759,222,June,10,2019,Fe,F,6,47.313,47.313,2.008171367
2760,223,June,10,2019,Fe,F,7,48.7206,48.7206,2.008171367
2761,225,June,10,2019,Fe,F,8,45.9266,45.9266,2.008171367
2762,227,June,10,2019,Fe,F,9,79.515,79.515,2.008171367
2763,228,June,10,2019,Fe,F,10,42.5952,42.5952,2.008171367
2764,229,June,10,2019,Fe,F,11,43.5596,43.5596,2.008171367
2765,231,June,10,2019,Fe,F,12,51.2696,51.2696,2.008171367
2766,232,June,10,2019,Fe,F,13,32.0528,32.0528,2.008171367
2767,427,June,10,2019,Fe,W,1,196.0364,196.0364,18.24651259
2768,428,June,10,2019,Fe,W,2,159.4932,159.4932,18.24651259
2769,429,June,10,2019,Fe,W,3,254.8194,254.8194,18.24651259
2770,431,June,10,2019,Fe,W,4,178.0836,178.0836,18.24651259
2771,432,June,10,2019,Fe,W,5,406.551,406.551,18.24651259
2772,434,June,10,2019,Fe,W,6,285.079,285.079,18.24651259
2773,435,June,10,2019,Fe,W,7,509.6846,509.6846,18.24651259
2774,436,June,10,2019,Fe,W,8,591.0894,591.0894,18.24651259
2775,438,June,10,2019,Fe,W,9,208.4632,208.4632,18.24651259
2776,439,June,10,2019,Fe,W,10,231.14,231.14,18.24651259
2777,440,June,10,2019,Fe,W,11,613.26,613.26,18.24651259
2778,441,June,10,2019,Fe,W,12,349.199,349.199,18.24651259
2779,442,June,10,2019,Fe,W,13,239.9254,239.9254,18.24651259
2780,217,June,10,2019,Mn,F,1,36.1158,36.1158,0.048474068
2781,218,June,10,2019,Mn,F,2,31.1374,31.1374,0.048474068
2782,219,June,10,2019,Mn,F,3,29.5198,29.5198,0.048474068
2783,220,June,10,2019,Mn,F,4,27.0944,27.0944,0.048474068
2784,221,June,10,2019,Mn,F,5,24.1364,24.1364,0.048474068
2785,222,June,10,2019,Mn,F,6,20.8362,20.8362,0.048474068
2786,223,June,10,2019,Mn,F,7,21.7088,21.7088,0.048474068
2787,225,June,10,2019,Mn,F,8,21.8254,21.8254,0.048474068
2788,227,June,10,2019,Mn,F,9,21.2958,21.2958,0.048474068
2789,228,June,10,2019,Mn,F,10,27.7238,27.7238,0.048474068
2790,229,June,10,2019,Mn,F,11,25.7302,25.7302,0.048474068
2791,231,June,10,2019,Mn,F,12,14.3484,14.3484,0.048474068
2792,232,June,10,2019,Mn,F,13,15.1176,15.1176,0.048474068
2793,427,June,10,2019,Mn,W,1,42.1102,42.1102,0.048907668
2794,428,June,10,2019,Mn,W,2,44.0848,44.0848,0.048907668
2795,429,June,10,2019,Mn,W,3,54.61,54.61,0.048907668
2796,431,June,10,2019,Mn,W,4,39.604,39.604,0.048907668
2797,432,June,10,2019,Mn,W,5,58.341,58.341,0.048907668
2798,434,June,10,2019,Mn,W,6,39.4986,39.4986,0.048907668
2799,435,June,10,2019,Mn,W,7,61.283,61.283,0.048907668
2800,436,June,10,2019,Mn,W,8,57.7362,57.7362,0.048907668
2801,438,June,10,2019,Mn,W,9,32.0014,32.0014,0.048907668
2802,439,June,10,2019,Mn,W,10,56.1028,56.1028,0.048907668
2803,440,June,10,2019,Mn,W,11,67.0074,67.0074,0.048907668
2804,441,June,10,2019,Mn,W,12,36.9586,36.9586,0.048907668
2805,442,June,10,2019,Mn,W,13,29.4148,29.4148,0.048907668
2806,217,June,10,2019,Ni,F,1,0.9984,0.9984,0.032015103
2807,218,June,10,2019,Ni,F,2,0.9918,0.9918,0.032015103
2808,219,June,10,2019,Ni,F,3,0.879,0.879,0.032015103
2809,220,June,10,2019,Ni,F,4,0.8738,0.8738,0.032015103
2810,221,June,10,2019,Ni,F,5,0.739,0.739,0.032015103
2811,222,June,10,2019,Ni,F,6,0.6674,0.6674,0.032015103
2812,223,June,10,2019,Ni,F,7,0.7334,0.7334,0.032015103
2813,225,June,10,2019,Ni,F,8,0.6014,0.6014,0.032015103
2814,227,June,10,2019,Ni,F,9,0.507,0.507,0.032015103
2815,228,June,10,2019,Ni,F,10,0.4516,0.4516,0.032015103
2816,229,June,10,2019,Ni,F,11,0.4178,0.4178,0.032015103
2817,231,June,10,2019,Ni,F,12,0.2854,0.2854,0.032015103
2818,232,June,10,2019,Ni,F,13,0.2416,0.2416,0.032015103
2819,427,June,10,2019,Ni,W,1,1.249,1.249,0.078644262
2820,428,June,10,2019,Ni,W,2,1.1244,1.1244,0.078644262
2821,429,June,10,2019,Ni,W,3,1.1128,1.1128,0.078644262
2822,431,June,10,2019,Ni,W,4,0.9264,0.9264,0.078644262
2823,432,June,10,2019,Ni,W,5,1.0562,1.0562,0.078644262
2824,434,June,10,2019,Ni,W,6,0.8938,0.8938,0.078644262
2825,435,June,10,2019,Ni,W,7,1.0404,1.0404,0.078644262
2826,436,June,10,2019,Ni,W,8,1.0418,1.0418,0.078644262
2827,438,June,10,2019,Ni,W,9,0.6772,0.6772,0.078644262
2828,439,June,10,2019,Ni,W,10,0.5402,0.5402,0.078644262
2829,440,June,10,2019,Ni,W,11,0.8604,0.8604,0.078644262
2830,441,June,10,2019,Ni,W,12,0.5604,0.5604,0.078644262
2831,442,June,10,2019,Ni,W,13,0.4634,0.4634,0.078644262
2832,217,June,10,2019,Pb,F,1,0.2416,0.2416,0.029070609
2833,218,June,10,2019,Pb,F,2,0.1326,0.1326,0.029070609
2834,219,June,10,2019,Pb,F,3,0.2598,0.2598,0.029070609
2835,220,June,10,2019,Pb,F,4,0.2624,0.2624,0.029070609
2836,221,June,10,2019,Pb,F,5,0.1602,0.1602,0.029070609
2837,222,June,10,2019,Pb,F,6,0.3952,0.3952,0.029070609
2838,223,June,10,2019,Pb,F,7,0.243,0.243,0.029070609
2839,225,June,10,2019,Pb,F,8,0.2524,0.2524,0.029070609
2840,227,June,10,2019,Pb,F,9,0.363,0.363,0.029070609
2841,228,June,10,2019,Pb,F,10,0.2534,0.2534,0.029070609
2842,229,June,10,2019,Pb,F,11,0.2574,0.2574,0.029070609
2843,231,June,10,2019,Pb,F,12,0.2568,0.2568,0.029070609
2844,232,June,10,2019,Pb,F,13,0.1774,0.1774,0.029070609
2845,427,June,10,2019,Pb,W,1,0.7982,0.7982,0.008701724
2846,428,June,10,2019,Pb,W,2,0.8478,0.8478,0.008701724
2847,429,June,10,2019,Pb,W,3,1.8076,1.8076,0.008701724
2848,431,June,10,2019,Pb,W,4,1.331,1.331,0.008701724
2849,432,June,10,2019,Pb,W,5,3.2436,3.2436,0.008701724
2850,434,June,10,2019,Pb,W,6,2.1852,2.1852,0.008701724
2851,435,June,10,2019,Pb,W,7,4.176,4.176,0.008701724
2852,436,June,10,2019,Pb,W,8,3.957,3.957,0.008701724
2853,438,June,10,2019,Pb,W,9,1.5674,1.5674,0.008701724
2854,439,June,10,2019,Pb,W,10,1.7662,1.7662,0.008701724
2855,440,June,10,2019,Pb,W,11,4.5018,4.5018,0.008701724
2856,441,June,10,2019,Pb,W,12,1.7282,1.7282,0.008701724
2857,442,June,10,2019,Pb,W,13,0.9788,0.9788,0.008701724
2858,217,June,10,2019,Se,F,1,0.1414,0.1414,0.030943256
2859,218,June,10,2019,Se,F,2,0.107,0.107,0.030943256
2860,219,June,10,2019,Se,F,3,0.1574,0.1574,0.030943256
2861,220,June,10,2019,Se,F,4,0.1744,0.1744,0.030943256
2862,221,June,10,2019,Se,F,5,0.1956,0.1956,0.030943256
2863,222,June,10,2019,Se,F,6,0.1804,0.1804,0.030943256
2864,223,June,10,2019,Se,F,7,0.1484,0.1484,0.030943256
2865,225,June,10,2019,Se,F,8,0.071,0.071,0.030943256
2866,227,June,10,2019,Se,F,9,0.1418,0.1418,0.030943256
2867,228,June,10,2019,Se,F,10,0.128,0.128,0.030943256
2868,229,June,10,2019,Se,F,11,0.1372,0.1372,0.030943256
2869,231,June,10,2019,Se,F,12,0.084,0.084,0.030943256
2870,232,June,10,2019,Se,F,13,0.096,0.096,0.030943256
2871,427,June,10,2019,Se,W,1,0.1718,0.1718,0.007107742
2872,428,June,10,2019,Se,W,2,0.1198,0.1198,0.007107742
2873,429,June,10,2019,Se,W,3,0.163,0.163,0.007107742
2874,431,June,10,2019,Se,W,4,0.2022,0.2022,0.007107742
2875,432,June,10,2019,Se,W,5,0.1326,0.1326,0.007107742
2876,434,June,10,2019,Se,W,6,0.134,0.134,0.007107742
2877,435,June,10,2019,Se,W,7,0.1702,0.1702,0.007107742
2878,436,June,10,2019,Se,W,8,0.117,0.117,0.007107742
2879,438,June,10,2019,Se,W,9,0.1198,0.1198,0.007107742
2880,439,June,10,2019,Se,W,10,0.1072,0.1072,0.007107742
2881,440,June,10,2019,Se,W,11,0.0818,0.0818,0.007107742
2882,441,June,10,2019,Se,W,12,0.0712,0.0712,0.007107742
2883,442,June,10,2019,Se,W,13,0.0116,0.0116,0.007107742
2884,217,June,10,2019,V,F,1,0.9782,0.9782,0.019267592
2885,218,June,10,2019,V,F,2,0.9696,0.9696,0.019267592
2886,219,June,10,2019,V,F,3,1.058,1.058,0.019267592
2887,220,June,10,2019,V,F,4,1.0746,1.0746,0.019267592
2888,221,June,10,2019,V,F,5,1.0666,1.0666,0.019267592
2889,222,June,10,2019,V,F,6,1.1888,1.1888,0.019267592
2890,223,June,10,2019,V,F,7,1.5146,1.5146,0.019267592
2891,225,June,10,2019,V,F,8,1.5128,1.5128,0.019267592
2892,227,June,10,2019,V,F,9,1.386,1.386,0.019267592
2893,228,June,10,2019,V,F,10,1.4106,1.4106,0.019267592
2894,229,June,10,2019,V,F,11,1.4326,1.4326,0.019267592
2895,231,June,10,2019,V,F,12,0.8828,0.8828,0.019267592
2896,232,June,10,2019,V,F,13,0.7262,0.7262,0.019267592
2897,427,June,10,2019,V,W,1,1.0448,1.0448,0.031086331
2898,428,June,10,2019,V,W,2,1.1412,1.1412,0.031086331
2899,429,June,10,2019,V,W,3,1.2238,1.2238,0.031086331
2900,431,June,10,2019,V,W,4,1.2048,1.2048,0.031086331
2901,432,June,10,2019,V,W,5,1.7216,1.7216,0.031086331
2902,434,June,10,2019,V,W,6,1.6042,1.6042,0.031086331
2903,435,June,10,2019,V,W,7,2.3354,2.3354,0.031086331
2904,436,June,10,2019,V,W,8,2.3106,2.3106,0.031086331
2905,438,June,10,2019,V,W,9,1.5456,1.5456,0.031086331
2906,439,June,10,2019,V,W,10,1.776,1.776,0.031086331
2907,440,June,10,2019,V,W,11,2.3772,2.3772,0.031086331
2908,441,June,10,2019,V,W,12,1.4882,1.4882,0.031086331
2909,442,June,10,2019,V,W,13,1.0132,1.0132,0.031086331
2910,217,June,10,2019,Zn,F,1,12.4856,12.4856,0.688434339
2911,218,June,10,2019,Zn,F,2,19.572,19.572,0.688434339
2912,219,June,10,2019,Zn,F,3,11.2706,11.2706,0.688434339
2913,220,June,10,2019,Zn,F,4,23.215,23.215,0.688434339
2914,221,June,10,2019,Zn,F,5,24.455,24.455,0.688434339
2915,222,June,10,2019,Zn,F,6,23.388,23.388,0.688434339
2916,223,June,10,2019,Zn,F,7,22.6898,22.6898,0.688434339
2917,225,June,10,2019,Zn,F,8,40.7628,40.7628,0.688434339
2918,227,June,10,2019,Zn,F,9,23.144,23.144,0.688434339
2919,228,June,10,2019,Zn,F,10,26.2102,26.2102,0.688434339
2920,229,June,10,2019,Zn,F,11,22.1314,22.1314,0.688434339
2921,231,June,10,2019,Zn,F,12,19.686,19.686,0.688434339
2922,232,June,10,2019,Zn,F,13,14.7162,14.7162,0.688434339
2923,427,June,10,2019,Zn,W,1,8.0716,8.0716,1.156708243
2924,428,June,10,2019,Zn,W,2,8.2192,8.2192,1.156708243
2925,429,June,10,2019,Zn,W,3,10.3044,10.3044,1.156708243
2926,431,June,10,2019,Zn,W,4,10.1822,10.1822,1.156708243
2927,432,June,10,2019,Zn,W,5,19.996,19.996,1.156708243
2928,434,June,10,2019,Zn,W,6,15.8756,15.8756,1.156708243
2929,435,June,10,2019,Zn,W,7,26.4292,26.4292,1.156708243
2930,436,June,10,2019,Zn,W,8,25.7628,25.7628,1.156708243
2931,438,June,10,2019,Zn,W,9,10.2802,10.2802,1.156708243
2932,439,June,10,2019,Zn,W,10,12.1714,12.1714,1.156708243
2933,440,June,10,2019,Zn,W,11,28.7972,28.7972,1.156708243
2934,441,June,10,2019,Zn,W,12,14.8126,14.8126,1.156708243
2935,442,June,10,2019,Zn,W,13,9.4022,9.4022,1.156708243
2936,233,June,25,2019,Al,F,1,30.883,30.883,0.919830294
2937,235,June,25,2019,Al,F,2,44.6988,44.6988,0.919830294
2938,236,June,25,2019,Al,F,3,45.109,45.109,0.919830294
2939,237,June,25,2019,Al,F,4,31.0396,31.0396,0.919830294
2940,239,June,25,2019,Al,F,5,38.0936,38.0936,0.919830294
2941,240,June,25,2019,Al,F,6,24.978,24.978,0.919830294
2942,242,June,25,2019,Al,F,7,25.833,25.833,0.919830294
2943,243,June,25,2019,Al,F,8,21.5536,21.5536,0.919830294
2944,244,June,25,2019,Al,F,9,21.9936,21.9936,0.919830294
2945,245,June,25,2019,Al,F,10,29.328,29.328,0.919830294
2946,246,June,25,2019,Al,F,11,18.0834,18.0834,0.919830294
2947,247,June,25,2019,Al,F,12,21.2762,21.2762,0.919830294
2948,248,June,25,2019,Al,F,13,15.4068,15.4068,0.919830294
2949,443,June,25,2019,Al,W,1,143.4358,143.4358,0.504297531
2950,444,June,25,2019,Al,W,2,171.5588,171.5588,0.504297531
2951,445,June,25,2019,Al,W,3,141.7738,141.7738,0.504297531
2952,446,June,25,2019,Al,W,4,30.2834,30.2834,0.504297531
2953,447,June,25,2019,Al,W,5,149.7116,149.7116,0.504297531
2954,449,June,25,2019,Al,W,6,241.0032,241.0032,0.504297531
2955,451,June,25,2019,Al,W,7,193.8854,193.8854,1.292263503
2956,452,June,25,2019,Al,W,8,186.1818,186.1818,1.292263503
2957,453,June,25,2019,Al,W,9,189.125,189.125,1.292263503
2958,455,June,25,2019,Al,W,10,282.2504,282.2504,1.292263503
2959,456,June,25,2019,Al,W,11,199.1004,199.1004,1.292263503
2960,457,June,25,2019,Al,W,12,149.7428,149.7428,1.292263503
2961,458,June,25,2019,Al,W,13,106.7456,106.7456,1.292263503
2962,233,June,25,2019,As,F,1,14.711,14.711,0.020404036
2963,235,June,25,2019,As,F,2,13.7826,13.7826,0.020404036
2964,236,June,25,2019,As,F,3,15.589,15.589,0.020404036
2965,237,June,25,2019,As,F,4,15.0732,15.0732,0.020404036
2966,239,June,25,2019,As,F,5,14.8618,14.8618,0.020404036
2967,240,June,25,2019,As,F,6,14.3004,14.3004,0.020404036
2968,242,June,25,2019,As,F,7,15.2116,15.2116,0.020404036
2969,243,June,25,2019,As,F,8,15.22,15.22,0.020404036
2970,244,June,25,2019,As,F,9,11.7794,11.7794,0.020404036
2971,245,June,25,2019,As,F,10,10.8886,10.8886,0.020404036
2972,246,June,25,2019,As,F,11,11.1764,11.1764,0.020404036
2973,247,June,25,2019,As,F,12,6.1364,6.1364,0.020404036
2974,248,June,25,2019,As,F,13,3.7408,3.7408,0.020404036
2975,443,June,25,2019,As,W,1,16.4992,16.4992,0.035213066
2976,444,June,25,2019,As,W,2,17.1164,17.1164,0.035213066
2977,445,June,25,2019,As,W,3,18.0898,18.0898,0.035213066
2978,446,June,25,2019,As,W,4,16.1094,16.1094,0.035213066
2979,447,June,25,2019,As,W,5,17.8428,17.8428,0.035213066
2980,449,June,25,2019,As,W,6,18.3836,18.3836,0.035213066
2981,451,June,25,2019,As,W,7,17.9956,17.9956,0.009754999
2982,452,June,25,2019,As,W,8,18.7052,18.7052,0.009754999
2983,453,June,25,2019,As,W,9,13.7554,13.7554,0.009754999
2984,455,June,25,2019,As,W,10,13.389,13.389,0.009754999
2985,456,June,25,2019,As,W,11,13.0426,13.0426,0.009754999
2986,457,June,25,2019,As,W,12,7.2716,7.2716,0.009754999
2987,458,June,25,2019,As,W,13,4.2902,4.2902,0.009754999
2988,233,June,25,2019,Cd,F,1,0.0286,0.0286,0.000571577
2989,235,June,25,2019,Cd,F,2,0.028,0.028,0.000571577
2990,236,June,25,2019,Cd,F,3,0.0346,0.0346,0.000571577
2991,237,June,25,2019,Cd,F,4,0.0386,0.0386,0.000571577
2992,239,June,25,2019,Cd,F,5,0.043,0.043,0.000571577
2993,240,June,25,2019,Cd,F,6,0.048,0.048,0.000571577
2994,242,June,25,2019,Cd,F,7,0.0592,0.0592,0.000571577
2995,243,June,25,2019,Cd,F,8,0.063,0.063,0.000571577
2996,244,June,25,2019,Cd,F,9,0.048,0.048,0.000571577
2997,245,June,25,2019,Cd,F,10,0.0572,0.0572,0.000571577
2998,246,June,25,2019,Cd,F,11,0.0568,0.0568,0.000571577
2999,247,June,25,2019,Cd,F,12,0.03,0.03,0.000571577
3000,248,June,25,2019,Cd,F,13,0.0178,0.0178,0.000571577
3001,443,June,25,2019,Cd,W,1,0.0534,0.0534,0.001587451
3002,444,June,25,2019,Cd,W,2,0.0604,0.0604,0.001587451
3003,445,June,25,2019,Cd,W,3,0.054,0.054,0.001587451
3004,446,June,25,2019,Cd,W,4,0.044,0.044,0.001587451
3005,447,June,25,2019,Cd,W,5,0.0748,0.0748,0.001587451
3006,449,June,25,2019,Cd,W,6,0.1018,0.1018,0.001587451
3007,451,June,25,2019,Cd,W,7,0.0982,0.0982,0.003174902
3008,452,June,25,2019,Cd,W,8,0.1022,0.1022,0.003174902
3009,453,June,25,2019,Cd,W,9,0.0812,0.0812,0.003174902
3010,455,June,25,2019,Cd,W,10,0.09,0.09,0.003174902
3011,456,June,25,2019,Cd,W,11,0.0724,0.0724,0.003174902
3012,457,June,25,2019,Cd,W,12,0.0484,0.0484,0.003174902
3013,458,June,25,2019,Cd,W,13,0.0294,0.0294,0.003174902
3014,233,June,25,2019,Co,F,1,0.175,0.175,0.0011
3015,235,June,25,2019,Co,F,2,0.1626,0.1626,0.0011
3016,236,June,25,2019,Co,F,3,0.1732,0.1732,0.0011
3017,237,June,25,2019,Co,F,4,0.1564,0.1564,0.0011
3018,239,June,25,2019,Co,F,5,0.1586,0.1586,0.0011
3019,240,June,25,2019,Co,F,6,0.1426,0.1426,0.0011
3020,242,June,25,2019,Co,F,7,0.1516,0.1516,0.0011
3021,243,June,25,2019,Co,F,8,0.144,0.144,0.0011
3022,244,June,25,2019,Co,F,9,0.1252,0.1252,0.0011
3023,245,June,25,2019,Co,F,10,0.1174,0.1174,0.0011
3024,246,June,25,2019,Co,F,11,0.1166,0.1166,0.0011
3025,247,June,25,2019,Co,F,12,0.0794,0.0794,0.0011
3026,248,June,25,2019,Co,F,13,0.0674,0.0674,0.0011
3027,443,June,25,2019,Co,W,1,0.2388,0.2388,0.002424871
3028,444,June,25,2019,Co,W,2,0.2504,0.2504,0.002424871
3029,445,June,25,2019,Co,W,3,0.2254,0.2254,0.002424871
3030,446,June,25,2019,Co,W,4,0.1932,0.1932,0.002424871
3031,447,June,25,2019,Co,W,5,0.2248,0.2248,0.002424871
3032,449,June,25,2019,Co,W,6,0.2538,0.2538,0.002424871
3033,451,June,25,2019,Co,W,7,0.1706,0.1706,0.00192873
3034,452,June,25,2019,Co,W,8,0.1724,0.1724,0.00192873
3035,453,June,25,2019,Co,W,9,0.1398,0.1398,0.00192873
3036,455,June,25,2019,Co,W,10,0.1738,0.1738,0.00192873
3037,456,June,25,2019,Co,W,11,0.146,0.146,0.00192873
3038,457,June,25,2019,Co,W,12,0.107,0.107,0.00192873
3039,458,June,25,2019,Co,W,13,0.0686,0.0686,0.00192873
3040,233,June,25,2019,Cr,F,1,BDL,0.066255736,0.132511472
3041,235,June,25,2019,Cr,F,2,BDL,0.066255736,0.132511472
3042,236,June,25,2019,Cr,F,3,BDL,0.066255736,0.132511472
3043,237,June,25,2019,Cr,F,4,BDL,0.066255736,0.132511472
3044,239,June,25,2019,Cr,F,5,BDL,0.066255736,0.132511472
3045,240,June,25,2019,Cr,F,6,BDL,0.066255736,0.132511472
3046,242,June,25,2019,Cr,F,7,BDL,0.066255736,0.132511472
3047,243,June,25,2019,Cr,F,8,BDL,0.066255736,0.132511472
3048,244,June,25,2019,Cr,F,9,BDL,0.066255736,0.132511472
3049,245,June,25,2019,Cr,F,10,BDL,0.066255736,0.132511472
3050,246,June,25,2019,Cr,F,11,BDL,0.066255736,0.132511472
3051,247,June,25,2019,Cr,F,12,BDL,0.066255736,0.132511472
3052,248,June,25,2019,Cr,F,13,BDL,0.066255736,0.132511472
3053,443,June,25,2019,Cr,W,1,0.163,0.163,0.078950364
3054,444,June,25,2019,Cr,W,2,0.232,0.232,0.078950364
3055,445,June,25,2019,Cr,W,3,0.2074,0.2074,0.078950364
3056,446,June,25,2019,Cr,W,4,0.2788,0.2788,0.078950364
3057,447,June,25,2019,Cr,W,5,0.1514,0.1514,0.078950364
3058,449,June,25,2019,Cr,W,6,0.2478,0.2478,0.078950364
3059,451,June,25,2019,Cr,W,7,0.2572,0.2572,0.103757217
3060,452,June,25,2019,Cr,W,8,0.291,0.291,0.103757217
3061,453,June,25,2019,Cr,W,9,0.2286,0.2286,0.103757217
3062,455,June,25,2019,Cr,W,10,0.3054,0.3054,0.103757217
3063,456,June,25,2019,Cr,W,11,0.2852,0.2852,0.103757217
3064,457,June,25,2019,Cr,W,12,0.1468,0.1468,0.103757217
3065,458,June,25,2019,Cr,W,13,0.26,0.26,0.103757217
3066,233,June,25,2019,Cu,F,1,4.2552,4.2552,0.135251296
3067,235,June,25,2019,Cu,F,2,4.3692,4.3692,0.135251296
3068,236,June,25,2019,Cu,F,3,7.0362,7.0362,0.135251296
3069,237,June,25,2019,Cu,F,4,6.5836,6.5836,0.135251296
3070,239,June,25,2019,Cu,F,5,7.359,7.359,0.135251296
3071,240,June,25,2019,Cu,F,6,8.5254,8.5254,0.135251296
3072,242,June,25,2019,Cu,F,7,10.724,10.724,0.135251296
3073,243,June,25,2019,Cu,F,8,10.5836,10.5836,0.135251296
3074,244,June,25,2019,Cu,F,9,8.4892,8.4892,0.135251296
3075,245,June,25,2019,Cu,F,10,7.4938,7.4938,0.135251296
3076,246,June,25,2019,Cu,F,11,7.8008,7.8008,0.135251296
3077,247,June,25,2019,Cu,F,12,4.5484,4.5484,0.135251296
3078,248,June,25,2019,Cu,F,13,2.5766,2.5766,0.135251296
3079,443,June,25,2019,Cu,W,1,7.507,7.507,0.04480491
3080,444,June,25,2019,Cu,W,2,9.2032,9.2032,0.04480491
3081,445,June,25,2019,Cu,W,3,12.835,12.835,0.04480491
3082,446,June,25,2019,Cu,W,4,7.4496,7.4496,0.04480491
3083,447,June,25,2019,Cu,W,5,15.117,15.117,0.04480491
3084,449,June,25,2019,Cu,W,6,22.0742,22.0742,0.04480491
3085,451,June,25,2019,Cu,W,7,19.3926,19.3926,0.017351657
3086,452,June,25,2019,Cu,W,8,20.1954,20.1954,0.017351657
3087,453,June,25,2019,Cu,W,9,15.0746,15.0746,0.017351657
3088,455,June,25,2019,Cu,W,10,14.289,14.289,0.017351657
3089,456,June,25,2019,Cu,W,11,12.487,12.487,0.017351657
3090,457,June,25,2019,Cu,W,12,7.4988,7.4988,0.017351657
3091,458,June,25,2019,Cu,W,13,3.9228,3.9228,0.017351657
3092,233,June,25,2019,Fe,F,1,38.772,38.772,2.008171367
3093,235,June,25,2019,Fe,F,2,36.0286,36.0286,2.008171367
3094,236,June,25,2019,Fe,F,3,45.8478,45.8478,2.008171367
3095,237,June,25,2019,Fe,F,4,33.7356,33.7356,2.008171367
3096,239,June,25,2019,Fe,F,5,43.3084,43.3084,2.008171367
3097,240,June,25,2019,Fe,F,6,32.0804,32.0804,2.008171367
3098,242,June,25,2019,Fe,F,7,28.288,28.288,2.008171367
3099,243,June,25,2019,Fe,F,8,28.3656,28.3656,2.008171367
3100,244,June,25,2019,Fe,F,9,26.229,26.229,2.008171367
3101,245,June,25,2019,Fe,F,10,20.3914,20.3914,2.008171367
3102,246,June,25,2019,Fe,F,11,19.0918,19.0918,2.008171367
3103,247,June,25,2019,Fe,F,12,19.8564,19.8564,2.008171367
3104,248,June,25,2019,Fe,F,13,16.046,16.046,2.008171367
3105,443,June,25,2019,Fe,W,1,154.207,154.207,18.24651259
3106,444,June,25,2019,Fe,W,2,170.5468,170.5468,18.24651259
3107,445,June,25,2019,Fe,W,3,166.3056,166.3056,18.24651259
3108,446,June,25,2019,Fe,W,4,653.1556,653.1556,18.24651259
3109,447,June,25,2019,Fe,W,5,173.4786,173.4786,18.24651259
3110,449,June,25,2019,Fe,W,6,254.9342,254.9342,18.24651259
3111,451,June,25,2019,Fe,W,7,201.122,201.122,1.064594796
3112,452,June,25,2019,Fe,W,8,178.645,178.645,1.064594796
3113,453,June,25,2019,Fe,W,9,178.0808,178.0808,1.064594796
3114,455,June,25,2019,Fe,W,10,250.0676,250.0676,1.064594796
3115,456,June,25,2019,Fe,W,11,169.9604,169.9604,1.064594796
3116,457,June,25,2019,Fe,W,12,152.2576,152.2576,1.064594796
3117,458,June,25,2019,Fe,W,13,131.613,131.613,1.064594796
3118,233,June,25,2019,Mn,F,1,29.0826,29.0826,0.048474068
3119,235,June,25,2019,Mn,F,2,27.897,27.897,0.048474068
3120,236,June,25,2019,Mn,F,3,29.3224,29.3224,0.048474068
3121,237,June,25,2019,Mn,F,4,26.7314,26.7314,0.048474068
3122,239,June,25,2019,Mn,F,5,27.74,27.74,0.048474068
3123,240,June,25,2019,Mn,F,6,22.705,22.705,0.048474068
